MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,ZipCode,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
DCDC478184,RES,Active,,71,71,07/23/2020,,,,"$1,499,000","$1,499,000",,1217,,10Th,A,Washington,DC,4489,WASHINGTONDC,,,,LOGAN CIRCLE,Chelsea L Traylor,112349,Redfin Corp,REFC3,(202) 759-7581,,,,,,,,,,,10012,2019,,,Condominium,No,Yes,No,,,,1890,2152,,2,2,1,Three,Federal,"Main,Upper1",,No,1,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,2152,0,,,
VAFX1140572,RES,Active,,55,55,08/08/2020,,,,"$899,900","$849,900",,9932,,Woodrow,,Vienna,VA,3136,FAIRFAXVA,,,,LITTLE VIENNA ESTATES,Troy J Sponaugle,3015006,Samson Properties,SAMP1,(703) 378-8810,,,,,,,,,,,9029,2020,0.5,132,FeeSimple,No,No,No,,,,1963,4007,Good,5,3,1,Two,"Colonial,SplitFoyer","Lower1,Main",,Yes,,Yes,"BsmtLaundry,DryerInUnit,LowFlrLndry,WasherInUnit",,13,Yes,No,No,,,,,2.5,,,BRIGHT,2637,1370,Good,100,70
DCDC477692,RES,Active,,70,70,07/24/2020,,,,"$2,249,900","$1,999,999",,4221,,Fordham,,Washington,DC,1907,WASHINGTONDC,,,,SPRING VALLEY,Joe B Sabelhaus,98235,RE/MAX Town Center,RXTC4,(240) 912-4986,,,,,,,,,,,14359,2019,0.11,,FeeSimple,No,No,No,,,,1940,3145,Excellent,4,4,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,1,Yes,"Hookup,UpprFlrLndry",,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,3145,0,Excellent,,
VAPW499910,RES,Active,,67,67,07/27/2020,,,,"$799,900","$790,000",,4116,,Sudley,,Haymarket,VA,2421,PRINCEWILLIAMVA,,,,SUDLEY SPRINGS,Betsy L Moston,3090362,Samson Properties,SAMP1,(703) 378-8810,,,,,,,,,,,4679,2020,2.66,131,FeeSimple,No,No,No,,,,1960,3962,Good,6,4,,Two,RaisedRanch,"Lower1,Main",,Yes,,,LowFlrLndry,,11,No,No,No,,,,,2.5,,,BRIGHT,2032,1930,Good,,
VAFX1143402,RES,Active,,51,51,08/12/2020,,,,"$904,900","$849,000",,6834,,Woodland,,Falls Church,VA,2324,FAIRFAXVA,,,,NONE AVAILABLE,Donna J Baez,102998,Blue Post Realty,BLUEP1,(571) 217-1082,,,,,,,,,,,8028,2020,0.45,132,FeeSimple,No,No,No,,,,1950,2525,MajorRehabNeeded,4,2,,Three,Traditional,"Main,Upper1",,Yes,,Yes,,,,No,No,No,,,,,2,,,BRIGHT,2525,0,MajorRehabNeeded,,
MDPG575396,RES,Active,,68,68,07/23/2020,,,,"$319,900","$299,900",,207,,10Th,,Laurel,MD,3403,PRINCEGEORGESMD,,,,HISTORIC LAUREL,Danilo Antezana,3022600,"Weichert, REALTORS",WEI9,(301) 468-1600,,,,,,,,,,,3499,2019,0.17,011,FeeSimple,No,No,No,,,,1908,1268,,4,3,,Two,"Colonial,Other","Main,Upper1",,No,,,,,,No,No,No,,,,,2.5,0,,BRIGHT,1268,0,,,
DCDC478646,RES,Active,,72,72,07/22/2020,,,,"$710,000","$600,000",,1715,,15Th,B,Washington,DC,3880,WASHINGTONDC,,,,OLD CITY #2,Michael Jaffee,3087939,Constitution Realty Company LLC,CRNC1,(443) 296-2570,,,,,,,,,,,4416,2019,,,Condominium,No,Yes,No,,,,1929,1028,,2,1,,Three,Traditional,"Main,Upper1",,Yes,1,No,"BsmtLaundry,DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,3,0,,BRIGHT,1028,0,,,
VAFX1143390,RES,Active,,70,70,07/24/2020,,,,"$849,900","$834,900",,3437,,Annandale,,Falls Church,VA,3528,FAIRFAXVA,,,,STATE HILL,Rodolfo Balarezo,12357,RE/MAX One Solutions,REOS1,(703) 992-0254,,,,,,,,,,,9656,2020,0.81,132,FeeSimple,No,No,No,,,,1964,5055,,5,4,1,Two,RaisedRanch,"Lower1,Main",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,2592,2463,,,
DCDC478576,RES,Active,,60,60,08/01/2020,,,,"$850,000","$850,000",,715,,6Th,802,Washington,DC,5906,WASHINGTONDC,,,,PENN QUARTER,Melissa A Barkalow,140264,RLAH Real Estate,RLAH3,(703) 390-9460,,,,,,,,,,,5593,2019,,,Condominium,No,Yes,No,,,,2005,1380,,3,2,,One,Contemporary,Main,1,No,1,Yes,,,,Yes,No,No,,,,,3,0,,BRIGHT,1380,0,,,
MDMC717612,RES,Active,,72,72,07/22/2020,,,,"$425,000","$425,000",,11700,,Old Georgetown,1006,North Bethesda,MD,8611,MONTGOMERYMD,,,,STERLING CODM,Yoshiko Kasamatsu,3300,Deausen Realty,DEAU1,(301) 299-4074,,,,,,,,,,,4588,2019,,011,Condominium,No,Yes,No,,,,2006,1098,,2,2,,One,Traditional,Main,1006,No,2,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1098,0,,,
MDPG575362,RES,Active,,72,72,07/22/2020,,,,"$357,500","$329,900",,6913,,Woodstream,,Lanham,MD,2145,PRINCEGEORGESMD,,,,WOODSTREAM,Robert W Lewis III,40984,RE/MAX Excellence Realty,RXER1,(301) 445-5900,,,,,,,,,,,3640,2019,0.04,011,FeeSimple,No,Yes,No,,,,1979,1374,VeryGood,3,3,1,Three,Colonial,Main,,Yes,,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1374,0,VeryGood,,
DCDC478654,RES,Active,,72,72,07/22/2020,,,,"$765,000","$765,000",,2555,,Pennsylvania,314,Washington,DC,1640,WASHINGTONDC,,,,FOGGY BOTTOM/WEST END,Thomas Kennedy,3282365,"Long & Foster Real Estate, Inc.",LNG44,(202) 483-6300,,,,,,,,,,,4873,2019,,,Condominium,No,Yes,No,,,,1978,1054,VeryGood,2,1,1,One,Contemporary,Main,3,No,1,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,3,3,,BRIGHT,1054,0,VeryGood,,
VAFX1143154,RES,Active,,62,75,08/01/2020,,,,"$870,000","$835,000",,7307,,Calamo,,Springfield,VA,4308,FAIRFAXVA,,,,SPRINGVALE,Ross Hunt III,3090983,"McEnearney Associates, Inc.",MCE1,(703) 549-9292,,,,,,,,,,,8304,2020,0.68,132,FeeSimple,No,No,No,,,,1963,4650,Excellent,5,4,,Three,Traditional,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,,,,2,,,BRIGHT,4650,0,Excellent,,
MDMC717506,RES,Active,,63,63,07/31/2020,,,,"$625,000","$625,000",,159,,Corning,,Gaithersburg,MD,5872,MONTGOMERYMD,,,,QUINCE ORCHARD PARK,Katie Carla Sillex,3301535,"EXP Realty, LLC",EXXP1,(888) 860-7369,,,,,,,,,,,7693,2019,0.07,011,FeeSimple,No,No,Yes,Monthly,100,Monthly,2002,2843,Good,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,HasLaundry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,2093,750,Good,,
VAFC120146,RES,Active,,72,72,07/22/2020,,,,"$879,900","$839,900",,10724,,Viognier,,Fairfax,VA,3712,FAIRFAXCITYVA,,,,MOUNT VINEYARD,Mark R Sirianni,82748,Compass,COMPS5,(703) 310-6111,,,,,,,,,,,8279,2020,0.04,044,FeeSimple,No,No,Yes,Monthly,118,Monthly,2017,3120,,4,4,1,Four,"Colonial,Contemporary,Transitional","Lower1,Main,Upper1,Upper2",,Yes,2,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,3120,0,,,
MDMC717586,RES,Active,,72,72,07/22/2020,,,,"$810,000","$810,000",,3718,,Blue Lobelia,THE BAILEY,Rockville,MD,,MONTGOMERYMD,,,,TOWER OAKS,Preston E Innerst Jr.,3120,"EYA Marketing, LLC",EYAU2,(301) 634-8646,,,,,,,,,,,0,2020,0.02,,FeeSimple,No,No,Yes,Monthly,209,Monthly,2020,1820,,3,2,1,Three,Contemporary,"Lower1,Main,Upper1",,No,2,No,,,,No,No,Yes,Bailey,,,,2.5,2.5,,BRIGHT,1820,,,,
DCDC478580,RES,Active,,72,72,07/22/2020,,,,"$2,390,000","$2,085,000",,4965,,Rockwood,,Washington,DC,3247,WASHINGTONDC,,,,SPRING VALLEY,James L Bell,61379,TTR Sotheby's International Realty,TTRS5,(202) 234-3344,,,,,,,,,,,19450,2019,0.38,,FeeSimple,No,No,No,,,,1963,4405,,6,4,1,Three,"Colonial,Contemporary","Lower1,Main,Upper1",,No,2,Yes,,,,Yes,No,No,,,,,3,3,,BRIGHT,4405,0,,,
MDMC717500,RES,Active,,72,72,07/22/2020,,,,"$825,000","$825,000",,7171,,Woodmont,704,Bethesda,MD,6277,MONTGOMERYMD,,,,DOWNTOWN BETHESDA,Lauren E Davis,74610,TTR Sotheby's International Realty,TTRS11,(301) 516-1212,,,,,,,,,,,8854,2019,,011,Condominium,No,Yes,No,,,,2015,1085,,2,2,,One,Contemporary,Main,1,No,1,,,,,Yes,No,No,,,,,3,3,,BRIGHT,1085,0,,,
VAAR166504,RES,Active,,72,72,07/22/2020,,,,"$1,650,000","$1,650,000",,2314,,N Potomac Street,,Arlington,VA,,ARLINGTONVA,,,,ARLINGTON,Derek J Huetinck,3092134,Beacon Crest Real Estate LLC,BCEE1,(703) 287-0586,,,,,,,,,,,1,2020,0.18,,FeeSimple,No,No,No,,,,2021,4226,Excellent,5,4,1,Two,Other,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,Yes,,,,,2.5,,,BRIGHT,3064,1162,Excellent,,
VALO411740,RES,Active,,72,72,07/22/2020,,,,"$875,000","$839,000",,42394,,Willow Creek,,Brambleton,VA,4882,LOUDOUNVA,,,,BRAMBLETON TOWN CENTER,Angela I Bresnahan,103802,Keller Williams Realty,KWR18,(703) 430-9008,,,,,,,,,,,8501,2020,0.04,,FeeSimple,No,No,Yes,Monthly,217,Monthly,2018,3394,Excellent,4,3,2,Four,Contemporary,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,3394,0,Excellent,,
DCDC478134,RES,Active,,69,84,07/25/2020,,,,"$549,990","$515,000",,5125,,Call,,Washington,DC,6314,WASHINGTONDC,,,,NONE AVAILABLE,Kelvin J Harris,3085825,Coldwell Banker Realty,CBRB66,(703) 524-2100,,,,,,,,,,,3380,2019,0.09,,FeeSimple,No,No,No,,,,1995,2310,,3,2,2,Three,Traditional,"Main,Upper1,Upper2",,No,1,No,,,6,Yes,No,No,,,,,2.5,2.5,,BRIGHT,2310,0,,,
MDPG575298,RES,Active,,68,68,07/22/2020,,,,"$375,000","$369,000",,5910,,61St,,Riverdale,MD,2505,PRINCEGEORGESMD,,,,NONE AVAILABLE,Marie F Laborde,117807,"Executive Investment Realty, LLC.",EXIV1,(240) 581-5892,,,,,,,,,,,3722,2019,0.21,011,FeeSimple,No,No,No,,,,1956,1960,VeryGood,4,2,,Four,SplitLevel,"Lower1,Main",,Yes,,No,"BsmtLaundry,DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,1,,BRIGHT,1960,0,VeryGood,,
VAPW500350,RES,Active,,72,72,07/22/2020,,,,"$375,000","$365,000",,810,,Belmont Bay,502,Woodbridge,VA,5463,PRINCEWILLIAMVA,,,,BELMONT BAY,David Enke,3063691,Coldwell Banker Realty,CBRB47,(703) 471-7220,,,,,,,,,,,3829,2020,,026,Condominium,No,Yes,Yes,Monthly,71.2,Monthly,2004,1477,VeryGood,2,2,1,Five,Other,Main,5,No,2,No,MainFlrLndry,,,No,No,No,,,,,2.5,,,BRIGHT,1477,0,VeryGood,,
DCDC478126,RES,Active,,10,10,07/24/2020,,,,"$735,000","$735,000",,2021,,Branch,,Washington,DC,3335,WASHINGTONDC,,,,HILL CREST,Tracy A Trammel,3226036,Trammell Real Estate Group,TRAM1,(888) 850-3669,,,,,,,,,,,1139,2019,0.13,,FeeSimple,No,No,No,,,,1936,2524,,4,3,1,Three,Colonial,"Lower1,Main,Upper1,Upper2",,Yes,1,,BsmtLaundry,,,No,No,No,,,,,2.25,0,,BRIGHT,1613,911,,,
VAAR166428,RES,Active,,73,73,07/21/2020,,,,"$349,000","$315,000",,1300,,Army Navy,928,Arlington,VA,2019,ARLINGTONVA,,,,HORIZON HOUSE,Norman G Odeneal II,108414,KW Metro Center,KWR17,(703) 224-6000,,,,,,,,,,,2828,2020,,004,Condominium,No,Yes,No,,,,1965,900,VeryGood,1,1,,One,Traditional,Main,9,No,1,No,Common,,,Yes,No,No,,,,,2.5,,,BRIGHT,900,0,VeryGood,,
MDMC717186,RES,Active,,67,67,07/27/2020,,,,"$3,750,000","$3,750,000",,5205,,Lawn,,Chevy Chase,MD,6671,MONTGOMERYMD,,,,KENWOOD,Barbara B Malachowski,67626,TTR Sotheby's International Realty,TTRS11,(301) 516-1212,,,,,,,,,,,21931,2019,0.26,011,FeeSimple,No,No,No,,,,1955,7014,Excellent,6,7,1,Four,Colonial,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,"LowFlrLndry,UpprFlrLndry",,,No,No,Yes,,,,,2.5,2.5,,BRIGHT,5214,1800,Excellent,,
VAFX1143190,RES,Active,,73,73,07/21/2020,,,,"$516,806","$516,806",,10261,,Friendship,,Fairfax,VA,3511,FAIRFAXVA,,,,KINGS PARK WEST,Ralph Marion Harvey III,3297659,ListWithFreedom.com,LWF1,(855) 456-4945,,,,,,,,,,,5121,2020,0.04,147,FeeSimple,No,No,Yes,Quarterly,244.15,Quarterly,1977,1584,,3,2,2,Two,Traditional,"Lower1,Main,Upper1",,Yes,,Yes,None,,9,Yes,No,No,,,,,2.75,,,BRIGHT,1584,0,,,
VAPW499346,RES,Active,,10,10,07/24/2020,,,,"$370,000","$370,000",,9693,,Bedder Stone,,Bristow,VA,1238,PRINCEWILLIAMVA,,,,SAYBROOKE,Betty J Landrum,129210,"Weichert, REALTORS",WEI49,(703) 368-1184,,,,,,,,,,,4061,2020,0.07,144,FeeSimple,No,No,Yes,Monthly,101,Monthly,1995,1710,VeryGood,3,2,2,Three,Colonial,"Lower1,Lower2,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,,,,,2,,,BRIGHT,1292,418,VeryGood,,
VAFX1143150,RES,Active,,36,36,07/31/2020,,,,"$949,000","$929,999",,6320,,Landess,,Alexandria,VA,1215,FAIRFAXVA,,,,SHERRY HEIGHTS,Munshi A Sadek,91454,"Realty On Demand, Incorporated.",RODI1,(571) 551-6590,,,,,,,,,,,9484,2020,0.46,132,FeeSimple,No,No,No,,,,2005,4643,,5,5,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,No,,,,Yes,No,No,,,,,2,,,BRIGHT,3743,900,,70,100
VAFX1122192,RES,Active,,71,71,07/23/2020,,,,"$3,750,000","$3,750,000",,432,,Springvale,,Great Falls,VA,3430,FAIRFAXVA,,,,ECOLAND ESTATES,Fouad Talout,122485,"Long & Foster Real Estate, Inc.",LNG83,(703) 790-1990,,,,,,,,,,,36161,2020,3.05,132,FeeSimple,No,No,No,,,,2017,13774,,7,7,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,3,,,,,Yes,No,No,,,,,3,,,BRIGHT,9250,4524,,,
VAFX1143132,RES,Active,,72,72,07/22/2020,,,,"$1,899,000","$1,899,000",,501,,Scenic,,Great Falls,VA,3011,FAIRFAXVA,,,,BEACH MILL ESTATES,Jason G Mandel,3005045,Washington Fine Properties,WFP9,(703) 721-3600,,,,,,,,,,,17767,2020,2.3,132,FeeSimple,No,No,No,,,,1990,8049,,6,5,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,3,Yes,"BsmtLaundry,Hookup,MainFlrLndry",,,Yes,No,No,,,,,2.5,,,BRIGHT,5467,2582,,,
MDHW282702,RES,Active,,73,73,07/21/2020,,,,"$349,900","$339,900",,5930,,Great Star,104,Clarksville,MD,1364,HOWARDMD,,,,FIELDSTONE AT RIVER HILL,Ken Y Zeng,60236,"Long & Foster Real Estate, Inc.",LNG45,(410) 461-1456,,,,,,,,,,,4629,2019,,010,Condominium,No,Yes,Yes,Monthly,92,Monthly,2003,1500,,2,2,,Four,CondoUnit,Main,1,No,1,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1500,0,,,
VAFX1142726,RES,Active,,73,73,07/21/2020,,,,"$490,000","$490,000",,6857,,Drifton,,Centreville,VA,5725,FAIRFAXVA,,,,COMPTON VILLAGE,salman P mufti,3107525,"Weichert, REALTORS",WEI40,(703) 264-0000,,,,,,,,,,,4412,2020,0.04,147,FeeSimple,No,No,Yes,Quarterly,58,Quarterly,1996,1558,Excellent,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,3,Yes,No,No,WESTPORT+SUNROOM,,,,2.5,,,BRIGHT,1558,0,Excellent,,
MDPG575176,RES,Active,,63,63,07/23/2020,,,,"$399,900","$399,900",,157,,Fleet,617,National Harbor,MD,1591,PRINCEGEORGESMD,,,,NATIONAL HARBOR,James M LoBocchiaro,111216,McWilliams/Ballard Inc.,MCWB1,(703) 535-5550,,,,,,,,,,,4785,2019,,011,Condominium,No,Yes,No,,,,2009,905,Excellent,2,1,,One,Transitional,Main,,No,2,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,905,0,Excellent,,
DCDC477690,RES,Active,,57,57,08/06/2020,,,,"$975,000","$900,000",,819,,D,18,Washington,DC,6598,WASHINGTONDC,,,,THE SANCTUARY,Jason Curry,3024967,KW Metro Center,KWR17,(703) 224-6000,,,,,,,,,,,7007,2019,,,Condominium,No,Yes,No,,,,2016,1710,,3,2,1,Two,Other,"Main,Upper1",1,No,,No,"DryerInUnit,UpprFlrLndry,WasherInUnit",,,Yes,No,No,,,,,2.5,0,,BRIGHT,1710,0,,,
MDMC717122,RES,Active,,37,37,07/24/2020,,,,"$369,900","$359,990",,3527,,Dartmoor,13,Olney,MD,1369,MONTGOMERYMD,,,,BROOKEVILLE KNOLLS,Steve J Baumgartner,76629,Compass,COMPS9,(301) 304-8444,,,,,,,,,,,3260,2019,,011,Condominium,No,Yes,Yes,Annually,230,Annually,1989,1292,,3,3,1,Three,Colonial,"Lower1,Main,Upper1",2,Yes,,No,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1292,0,,,
DCDC461610,RES,Active,,73,73,07/21/2020,,,,"$1,550,000","$1,550,000",,609,,Maryland,5,Washington,DC,,WASHINGTONDC,,,,CAPITOL HILL,Nancy W Taylor Bubes,5600,"Washington Fine Properties, LLC",WFP3,(202) 333-3320,,,,,,,,,,,0,2019,,,Condominium,No,Yes,No,,,,1900,2634,,2,2,1,Three,Other,"Lower1,Main,Upper1",2,No,,,,,,Yes,No,No,,,,,3,3,,BRIGHT,2634,,,,
VAFX1143026,RES,Active,,73,73,07/21/2020,,,,"$974,900","$949,900",,9730,,Leesburg,,Great Falls,VA,2023,FAIRFAXVA,,,,KENMORE,Stuart M Saltzman,5057,Realty Investment Company,RICI1,(703) 448-1313,,,,,,,,,,,5613,2020,0.78,058,FeeSimple,No,No,No,,,,1951,3408,Excellent,4,3,1,Three,"CapeCod,Colonial","Lower1,Main,Upper1",,No,,,,,,Yes,No,Yes,,,,,2.5,,,BRIGHT,3408,0,Excellent,,
VAFX1143050,RES,Active,,68,68,07/21/2020,,,,"$239,000","$218,000",,4372,,Pembrook Village,77,Alexandria,VA,1853,FAIRFAXVA,,,,PEMBROOK VILLAGE,David M Sweeney,3290501,USRealty.com LLP,HPADCOM,(866) 807-9087,,,,,,,,,,,1902,2020,,075,Condominium,No,Yes,No,,,,1985,1026,,2,2,,Two,Traditional,"Main,Upper1",,No,,Yes,,,6,Yes,No,No,,,,,2,,,BRIGHT,1026,0,,,
MDMC717248,RES,Active,,46,46,07/24/2020,,,,"$1,250,000","$1,200,000",,7710,,Woodmont,607,Bethesda,MD,6076,MONTGOMERYMD,,,,LIONSGATE,Trent D Heminger,68172,Compass,COMPS2,(301) 298-1001,,,,,,,,,,,11500,2019,,011,Condominium,No,Yes,No,,,,2008,1565,,2,2,,One,Contemporary,Main,6,No,2,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1565,0,,,
VAAR166414,RES,Active,,73,73,07/21/2020,,,,"$985,000","$985,000",,1781,,Pierce,305,Rosslyn,VA,,ARLINGTONVA,,,,ROSSLYN,Christopher R Blakemore,3007342,The Mayhood Company,MHD1,(703) 760-8280,,,,,,,,,,,0,2020,,,Condominium,No,Yes,No,,,,2021,1320,Excellent,2,2,,One,Contemporary,Main,3,No,1,,,,,No,No,Yes,,,,,3,,,BRIGHT,1320,,Excellent,,
VAFX1141442,RES,Active,,66,66,07/28/2020,,,,"$799,900","$775,000",,7782,,Belvale,,Alexandria,VA,4659,FAIRFAXVA,,,,CREST OF ALEXANDRIA,Patricia Arruda,147333,RE/MAX Regency,RMAX1,(540) 341-1000,,,,,,,,,,,7814,2020,0.05,147,FeeSimple,Yes,No,Yes,Monthly,195,Monthly,2019,3642,Excellent,3,2,2,Three,"Contemporary,SidebySide","Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,Broadmoor,,,,2.5,,,BRIGHT,2935,707,Excellent,,
DCDC478092,RES,Active,,73,73,07/21/2020,,,,"$1,129,900","$999,900",,1745,,N,208,Washington,DC,2838,WASHINGTONDC,,,,DUPONT,David A Klimas,126972,McWilliams/Ballard Inc.,MCWB1,(703) 535-5550,,,,,,,,,,,5099,2019,,,Condominium,No,Yes,No,,,,2017,1210,,2,2,,One,Victorian,Main,2,No,1,,,,,Yes,No,Yes,,,,,3,0,,BRIGHT,1210,0,,,
VAAR166142,RES,Active,,64,64,07/30/2020,,,,"$1,450,000","$1,424,999",,1700,,Clarendon,141,Arlington,VA,2713,ARLINGTONVA,,,,GASLIGHT SQUARE,Jacqueline M Miller,3291347,Preferred Properties,JMBP1,(301) 253-2963,,,,,,,,,,,13430,2020,,004,Condominium,No,Yes,No,,,,2013,1600,VeryGood,2,2,1,Two,"Contemporary,LoftwithBedrooms","Main,Upper1",1,No,2,No,"DryerInUnit,UpprFlrLndry,WasherInUnit",,8,Yes,No,No,ABDO,,,,2.25,,,BRIGHT,1600,0,VeryGood,,
DCDC474138,RES,Active,,73,73,07/21/2020,,,,"$599,000","$599,000",,777,,7Th,724,Washington,DC,5707,WASHINGTONDC,,,,CENTRAL,Alexandra I Burrell-Hodges,124219,Cottage Street Realty LLC,CTST1,(703) 242-0005,,,,,,,,,,,4760,2019,,,Condominium,No,Yes,No,,,,2005,1017,,2,2,,One,Contemporary,Main,7,No,,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1017,0,,,
VAPW500250,RES,Active,,74,381,07/20/2020,,,,"$929,900","$929,900",,13105,,Vint Hill,,Nokesville,VA,,PRINCEWILLIAMVA,,,,NONE AVAILABLE,Kristian Smith,3219476,North Real Estate LLC,NRRA1,(540) 836-7514,,,,,,,,,,,1470,2020,3.69,145,FeeSimple,No,No,No,,,,2018,4872,,5,4,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,3,Yes,MainFlrLndry,,,Yes,No,No,BRIXTON,,,,2.5,,,BRIGHT,3422,1450,,,
MDMC717294,RES,Active,,68,69,07/26/2020,,,,"$594,000","$585,000",,407,,Parkview,,Gaithersburg,MD,4047,MONTGOMERYMD,,,,WATKINS MILL TOWN CENTER,Hanna G Wang,91773,"Prostage Realty, LLC",PSTA1,(240) 398-8102,,,,,,,,,,,6606.8,2020,0.04,,FeeSimple,No,No,Yes,Monthly,92,Monthly,2014,2310,Excellent,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,2310,0,Excellent,,
MDHW282660,RES,Active,,74,74,07/20/2020,,,,"$1,188,700","$1,095,000",,13514,,Allnutt,,Highland,MD,9745,HOWARDMD,,,,NONE AVAILABLE,Matthew M Pfau,3033776,RE/MAX 100,RMAX1006,(410) 730-6100,,,,,,,,,,,0,2020,0.95,010,FeeSimple,No,No,Yes,Annually,700,Annually,2020,4700,,5,6,1,Three,"Manor,Traditional,Trinity","Lower1,Main,Upper1",,Yes,3,Yes,MainFlrLndry,,22,Yes,No,Yes,,,,,2.5,2.5,,BRIGHT,4000,700,,,
MDMC717276,RES,Active,,74,502,07/20/2020,,,,"$1,100,000","$1,100,000",,12308,,Stoney Creek,,Potomac,MD,1147,MONTGOMERYMD,,,,STONEY CREEK ESTATES,Peggy A Gayhardt,3088578,"Central Properties, LLC,",CTRP1,(202) 232-0600,,,,,,,,,,,4354,2020,3.21,,FeeSimple,No,No,No,,,,2020,3000,,4,2,1,Three,Colonial,"Main,Upper1",,Yes,2,No,,,,Yes,No,Yes,,,,,2.5,2.5,,BRIGHT,3000,0,,,
VAFX1141620,RES,Active,,64,64,07/30/2020,,,,"$995,000","$995,000",,7204,,Deborah,,Falls Church,VA,3719,FAIRFAXVA,,,,DONNA LEE GARDENS,Keith A Lombardi,3114403,Redfin Corporation,REFC1,(703) 485-1290,,,,,,,,,,,10078,2020,0.28,132,FeeSimple,No,No,No,,,,1951,3156,,6,4,,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,2183,973,,,
VAFX1142576,RES,Active,,63,63,07/31/2020,,,,"$1,595,000","$1,555,000",,2109,,Greenwich,,Falls Church,VA,1642,FAIRFAXVA,,,,WESTHAMPTON,Linda L Gerrie,3306947,Realty Visions,RLTYV1,(301) 751-8941,,,,,,,,,,,15965,2020,0.34,132,FeeSimple,No,No,No,,,,2015,4209,Excellent,5,4,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,5,Yes,"DryerInUnit,MainFlrLndry,UpprFlrLndry,WasherInUnit",,,Yes,No,No,Craftsman,,,,2.5,,,BRIGHT,3009,1200,Excellent,,
DCDC478246,RES,Active,,52,52,07/23/2020,,,,"$985,000","$985,000",,310,,9Th,,Washington,DC,6116,WASHINGTONDC,,,,CAPITOL HILL,Steven Centrella,3064495,Redfin Corp,REFC3,(202) 759-7581,,,,,,,,,,,6980,2019,0.03,,FeeSimple,No,No,No,,,,1908,1676,,3,2,,Three,Victorian,"Lower1,Main,Upper1",,Yes,,Yes,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1156,520,,,
